Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000269586	ENSG00000269586.8	135881063	135893444	X	CT45A10
ENSG00000100395	ENSG00000100395.15	41205282	41231271	22	L3MBTL2
ENSG00000067840	ENSG00000067840.13	153802166	153830565	X	PDZD4
ENSG00000136044	ENSG00000136044.12	105173297	105236203	12	APPL2
ENSG00000189164	ENSG00000189164.15	37371061	37393066	19	ZNF527
ENSG00000138131	ENSG00000138131.4	98247690	98268194	10	LOXL4
ENSG00000112706	ENSG00000112706.12	75921114	76072678	6	IMPG1
ENSG00000168481	ENSG00000168481.9	22146830	22157084	8	LGI3
ENSG00000170745	ENSG00000170745.12	17877847	18361616	2	KCNS3
ENSG00000102290	ENSG00000102290.23	91779261	92623230	X	PCDH11X
ENSG00000156395	ENSG00000156395.14	104641290	105265242	10	SORCS3
ENSG00000196437	ENSG00000196437.12	37411155	37469275	19	ZNF569
ENSG00000170445	ENSG00000170445.16	140673035	140691537	5	HARS1
ENSG00000168754	ENSG00000168754.15	96875882	96986580	2	FAM178B
ENSG00000154237	ENSG00000154237.13	100919327	101078257	15	LRRK1
ENSG00000174514	ENSG00000174514.13	205568885	205602918	1	MFSD4A
ENSG00000118564	ENSG00000118564.15	15604381	15681679	4	FBXL5
ENSG00000168487	ENSG00000168487.20	22165140	22212326	8	BMP1
ENSG00000171817	ENSG00000171817.17	37551406	37614179	19	ZNF540
ENSG00000147124	ENSG00000147124.13	47445178	47483222	X	ZNF41
ENSG00000100399	ENSG00000100399.16	41229510	41240931	22	CHADL
ENSG00000138135	ENSG00000138135.7	89205629	89207317	10	CH25H
ENSG00000162804	ENSG00000162804.14	240998618	241095568	2	SNED1
ENSG00000112031	ENSG00000112031.16	152987362	153002709	6	MTRF1L
ENSG00000107798	ENSG00000107798.18	89213569	89414557	10	LIPA
ENSG00000146926	ENSG00000146926.11	151175698	151187832	7	ASB10
ENSG00000183837	ENSG00000183837.10	153056409	153060467	X	PNMA3
ENSG00000139998	ENSG00000139998.16	64945814	64973226	14	RAB15
ENSG00000100146	ENSG00000100146.20	37970686	37987422	22	SOX10
ENSG00000251192	ENSG00000251192.8	46497725	46545457	X	ZNF674
ENSG00000146278	ENSG00000146278.11	89080751	89085160	6	PNRC1
ENSG00000180479	ENSG00000180479.14	37554782	37594792	19	ZNF571
ENSG00000143178	ENSG00000143178.13	168280877	168314426	1	TBX19
ENSG00000278685	ENSG00000278685.4	151190873	151205496	7	IQCA1L
ENSG00000164440	ENSG00000164440.15	139240061	139291998	6	TXLNB
ENSG00000185022	ENSG00000185022.12	38200767	38216507	22	MAFF
ENSG00000033050	ENSG00000033050.9	151211484	151227205	7	ABCF2
ENSG00000198182	ENSG00000198182.13	37696371	37719761	19	ZNF607
ENSG00000116833	ENSG00000116833.14	200027614	200177420	1	NR5A2
ENSG00000247746	ENSG00000247746.5	55484616	55489848	X	USP51
ENSG00000110090	ENSG00000110090.13	68754620	68844410	11	CPT1A
ENSG00000057704	ENSG00000057704.13	94567122	94650557	12	TMCC3
ENSG00000269502	ENSG00000269502.6	72872025	72943837	X	DMRTC1
ENSG00000198792	ENSG00000198792.13	38219291	38273010	22	TMEM184B
ENSG00000103510	ENSG00000103510.20	31114489	31131393	16	KAT8
ENSG00000158092	ENSG00000158092.7	136862208	136951606	3	NCK1
ENSG00000258102	ENSG00000258102.5	116548105	116576606	12	MAP1LC3B2
ENSG00000146374	ENSG00000146374.14	127118671	127199481	6	RSPO3
ENSG00000171804	ENSG00000171804.11	37884823	37906677	19	WDR87
ENSG00000151233	ENSG00000151233.11	42081845	42144874	12	GXYLT1
ENSG00000166260	ENSG00000166260.13	54951902	54968703	17	COX11
ENSG00000119977	ENSG00000119977.22	95659823	95694143	10	TCTN3
ENSG00000179083	ENSG00000179083.7	93674013	93712274	X	FAM133A
ENSG00000257365	ENSG00000257365.8	64986895	65062652	14	FNTB
ENSG00000198478	ENSG00000198478.8	79631329	79703655	6	SH3BGRL2
ENSG00000101981	ENSG00000101981.12	139530739	139563459	X	F9
ENSG00000167600	ENSG00000167600.14	41193210	41207539	19	CYP2S1
ENSG00000012822	ENSG00000012822.16	53708517	53727745	12	CALCOCO1
ENSG00000168904	ENSG00000168904.15	99251362	99390729	15	LRRC28
ENSG00000185129	ENSG00000185129.8	140107777	140125619	5	PURA
ENSG00000114200	ENSG00000114200.10	165772904	165837462	3	BCHE
ENSG00000122557	ENSG00000122557.11	35632659	35697459	7	HERPUD2
ENSG00000108468	ENSG00000108468.15	48070052	48101478	17	CBX1
ENSG00000237765	ENSG00000237765.8	15681662	15690447	4	FAM200B
ENSG00000167601	ENSG00000167601.12	41219223	41261766	19	AXL
ENSG00000000457	ENSG00000000457.14	169849631	169894267	1	SCYL3
ENSG00000197953	ENSG00000197953.6	151733916	151761339	3	AADACL2
ENSG00000213923	ENSG00000213923.13	38290691	38318084	22	CSNK1E
ENSG00000108510	ENSG00000108510.10	61942605	62065278	17	MED13
ENSG00000187257	ENSG00000187257.16	77696459	77783022	7	RSBN1L
ENSG00000147381	ENSG00000147381.12	151912495	151925171	X	MAGEA4
ENSG00000180902	ENSG00000180902.18	241734602	241768816	2	D2HGDH
ENSG00000001036	ENSG00000001036.14	143494812	143511720	6	FUCA2
ENSG00000114790	ENSG00000114790.13	154121003	154257827	3	ARHGEF26
ENSG00000178226	ENSG00000178226.11	31138926	31150083	16	PRSS36
ENSG00000119917	ENSG00000119917.15	89327307	89377473	10	IFIT3
ENSG00000119899	ENSG00000119899.13	73593379	73653992	6	SLC17A5
ENSG00000143507	ENSG00000143507.18	221701424	221742089	1	DUSP10
ENSG00000197444	ENSG00000197444.10	49734641	49762379	10	OGDHL
ENSG00000135211	ENSG00000135211.6	77793728	77798434	7	TMEM60
ENSG00000146477	ENSG00000146477.6	160348378	160452577	6	SLC22A3
ENSG00000109743	ENSG00000109743.11	15703065	15738313	4	BST1
ENSG00000112290	ENSG00000112290.13	110099819	110180004	6	WASF1
ENSG00000082641	ENSG00000082641.16	48048329	48061545	17	NFE2L1
ENSG00000172938	ENSG00000172938.3	68980021	68980986	11	MRGPRD
ENSG00000154545	ENSG00000154545.17	52184876	52192268	X	MAGED4
ENSG00000172935	ENSG00000172935.9	69004395	69013382	11	MRGPRF
ENSG00000187391	ENSG00000187391.22	78017055	79453667	7	MAGI2
ENSG00000076716	ENSG00000076716.9	133300103	133415489	X	GPC4
ENSG00000157064	ENSG00000157064.11	183248237	183418380	1	NMNAT2
ENSG00000162341	ENSG00000162341.18	69048932	69136316	11	TPCN2
ENSG00000129625	ENSG00000129625.13	112876385	112922289	5	REEP5
ENSG00000169908	ENSG00000169908.12	149369022	149377692	3	TM4SF1
ENSG00000103490	ENSG00000103490.14	31201486	31203450	16	PYCARD
ENSG00000198964	ENSG00000198964.14	50305586	50625163	10	SGMS1
ENSG00000184194	ENSG00000184194.6	53048789	53080615	X	GPR173
ENSG00000177238	ENSG00000177238.14	31214091	31231537	16	TRIM72
ENSG00000140443	ENSG00000140443.15	98648539	98964530	15	IGF1R
ENSG00000184205	ENSG00000184205.14	53082367	53088540	X	TSPYL2
ENSG00000059588	ENSG00000059588.10	234391313	234479179	1	TARBP1
ENSG00000108671	ENSG00000108671.11	32444379	32483319	17	PSMD11
ENSG00000103310	ENSG00000103310.11	21197450	21214510	16	ZP2
ENSG00000142046	ENSG00000142046.15	41350911	41384083	19	TMEM91
ENSG00000176055	ENSG00000176055.10	90458209	90474771	5	MBLAC2
ENSG00000136536	ENSG00000136536.15	159712457	159771027	2	MARCHF7
ENSG00000100036	ENSG00000100036.13	30635781	30669016	22	SLC35E4
ENSG00000109193	ENSG00000109193.12	69841212	69860145	4	SULT1E1
ENSG00000119326	ENSG00000119326.15	108942569	109013522	9	CTNNAL1
ENSG00000167065	ENSG00000167065.14	30652051	30667887	22	DUSP18
ENSG00000198682	ENSG00000198682.13	87659613	87747705	10	PAPSS2
ENSG00000185339	ENSG00000185339.10	30607003	30627271	22	TCN2
ENSG00000181804	ENSG00000181804.15	143265222	143848485	3	SLC9A9
ENSG00000122224	ENSG00000122224.18	160796074	160828261	1	LY9
ENSG00000126012	ENSG00000126012.13	53176283	53225422	X	KDM5C
ENSG00000112029	ENSG00000112029.10	152970519	152983579	6	FBXO5
ENSG00000136160	ENSG00000136160.17	77895481	77975529	13	EDNRB
ENSG00000131013	ENSG00000131013.4	149504495	149546043	6	PPIL4
ENSG00000123810	ENSG00000123810.9	41354417	41364165	19	B9D2
ENSG00000019186	ENSG00000019186.10	54153446	54173986	20	CYP24A1
ENSG00000110344	ENSG00000110344.10	118359600	118399211	11	UBE4A
ENSG00000130720	ENSG00000130720.13	130902438	130939286	9	FIBCD1
ENSG00000080371	ENSG00000080371.6	71754863	71800286	12	RAB21
ENSG00000248098	ENSG00000248098.12	41397808	41425002	19	BCKDHA
ENSG00000176018	ENSG00000176018.13	90515611	90529584	5	LYSMD3
ENSG00000130711	ENSG00000130711.5	130664594	130682986	9	PRDM12
ENSG00000175311	ENSG00000175311.7	21233699	21253850	16	ANKS4B
ENSG00000188483	ENSG00000188483.8	129175552	129178261	9	IER5L
ENSG00000181788	ENSG00000181788.4	150741125	150763477	3	SIAH2
ENSG00000034152	ENSG00000034152.19	21284672	21315232	17	MAP2K3
ENSG00000113327	ENSG00000113327.17	162000057	162162977	5	GABRG2
ENSG00000103174	ENSG00000103174.13	5024844	5034141	16	NAGPA
ENSG00000138138	ENSG00000138138.14	87751512	87841361	10	ATAD1
ENSG00000114670	ENSG00000114670.14	131026850	131350465	3	NEK11
ENSG00000204849	ENSG00000204849.10	39355669	39361962	9	SPATA31A1
ENSG00000177108	ENSG00000177108.5	77131270	77142734	14	ZDHHC22
ENSG00000165972	ENSG00000165972.13	95867048	95942635	12	CCDC38
ENSG00000168490	ENSG00000168490.14	22219703	22232101	8	PHYHIP
ENSG00000100577	ENSG00000100577.19	77320996	77331597	14	GSTZ1
ENSG00000128923	ENSG00000128923.11	58771192	58861900	15	MINDY2
ENSG00000162782	ENSG00000162782.16	179591613	179691272	1	TDRD5
ENSG00000105366	ENSG00000105366.15	51450847	51458456	19	SIGLEC8
ENSG00000204262	ENSG00000204262.14	189031898	189225312	2	COL5A2
ENSG00000139737	ENSG00000139737.23	77697687	77764242	13	SLAIN1
ENSG00000119457	ENSG00000119457.8	112878920	112890876	9	SLC46A2
ENSG00000182379	ENSG00000182379.10	57216794	57226449	12	NXPH4
ENSG00000150347	ENSG00000150347.17	61901684	62096944	10	ARID5B
ENSG00000111252	ENSG00000111252.11	111405923	111451623	12	SH2B3
ENSG00000132740	ENSG00000132740.10	68903863	68940602	11	IGHMBP2
ENSG00000136867	ENSG00000136867.11	113150976	113164140	9	SLC31A2
ENSG00000165204	ENSG00000165204.3	122800123	122801073	9	OR1K1
ENSG00000254521	ENSG00000254521.7	51491227	51501800	19	SIGLEC12
ENSG00000166343	ENSG00000166343.10	73423579	73433561	10	MSS51
ENSG00000056586	ENSG00000056586.16	122844556	122905359	9	RC3H2
ENSG00000185551	ENSG00000185551.15	96325938	96340263	15	NR2F2
ENSG00000107758	ENSG00000107758.16	73436433	73496024	10	PPP3CB
ENSG00000139651	ENSG00000139651.11	53180704	53195142	12	ZNF740
ENSG00000118894	ENSG00000118894.15	5084284	5097795	16	EEF2KMT
ENSG00000105492	ENSG00000105492.16	51517819	51531856	19	SIGLEC6
ENSG00000012504	ENSG00000012504.15	100473708	100564414	12	NR1H4
ENSG00000128285	ENSG00000128285.5	40679273	40682812	22	MCHR1
ENSG00000126549	ENSG00000126549.11	69995966	70002570	4	STATH
ENSG00000103995	ENSG00000103995.14	48712928	48811146	15	CEP152
ENSG00000118491	ENSG00000118491.10	143864436	143938343	6	ZC2HC1B
ENSG00000158711	ENSG00000158711.14	205597556	205632011	1	ELK4
ENSG00000215251	ENSG00000215251.5	3146519	3159865	20	FASTKD5
ENSG00000126550	ENSG00000126550.10	70050438	70058848	4	HTN1
ENSG00000101161	ENSG00000101161.8	63981132	64033100	20	PRPF6
ENSG00000197181	ENSG00000197181.12	22275316	22357568	8	PIWIL2
ENSG00000061656	ENSG00000061656.11	35615829	35621094	20	SPAG4
ENSG00000133116	ENSG00000133116.8	33016423	33066143	13	KL
ENSG00000100385	ENSG00000100385.15	37118666	37175118	22	IL2RB
ENSG00000162851	ENSG00000162851.8	246540561	246566261	1	TFB2M
ENSG00000075826	ENSG00000075826.17	100486646	100519864	10	SEC31B
ENSG00000118520	ENSG00000118520.15	131470832	131584332	6	ARG1
ENSG00000133121	ENSG00000133121.21	33103137	33350630	13	STARD13
ENSG00000105497	ENSG00000105497.8	51571283	51592510	19	ZNF175
ENSG00000141293	ENSG00000141293.16	48133442	48430275	17	SKAP1
ENSG00000186130	ENSG00000186130.5	122908056	122913323	9	ZBTB6
ENSG00000143353	ENSG00000143353.12	219173869	219212865	1	LYPLAL1
ENSG00000106113	ENSG00000106113.19	30651942	30700129	7	CRHR2
ENSG00000102891	ENSG00000102891.4	56565073	56568957	16	MT4
ENSG00000171448	ENSG00000171448.9	122915566	122931512	9	ZBTB26
ENSG00000100580	ENSG00000100580.8	77335029	77377094	14	TMED8
ENSG00000125148	ENSG00000125148.7	56608584	56609497	16	MT2A
ENSG00000184979	ENSG00000184979.11	18150118	18177397	22	USP18
ENSG00000011454	ENSG00000011454.18	122940833	123104866	9	RABGAP1
ENSG00000105509	ENSG00000105509.11	51713112	51723991	19	HAS1
ENSG00000183828	ENSG00000183828.15	105172938	105181323	14	NUDT14
ENSG00000205649	ENSG00000205649.9	70028455	70036538	4	HTN3
ENSG00000169715	ENSG00000169715.15	56625475	56627112	16	MT1E
ENSG00000198185	ENSG00000198185.12	46499630	46513559	20	ZNF334
ENSG00000152093	ENSG00000152093.8	130521197	130528604	2	CFC1B
ENSG00000171049	ENSG00000171049.9	51752026	51770531	19	FPR2
ENSG00000205364	ENSG00000205364.4	56632659	56633981	16	MT1M
ENSG00000187474	ENSG00000187474.5	51795157	51826190	19	FPR3
ENSG00000205362	ENSG00000205362.11	56638666	56640087	16	MT1A
ENSG00000104967	ENSG00000104967.8	45933734	45974044	19	NOVA2
ENSG00000131747	ENSG00000131747.15	40388525	40417896	17	TOP2A
ENSG00000169688	ENSG00000169688.11	56651886	56653204	16	MT1B
ENSG00000184276	ENSG00000184276.3	71833200	71837710	11	DEFB108B
ENSG00000197965	ENSG00000197965.12	167721192	167791919	1	MPZL1
ENSG00000186212	ENSG00000186212.4	76894152	76898144	4	SOWAHB
ENSG00000225805	ENSG00000225805.4	71878453	71884561	11	DEFB131B
ENSG00000118816	ENSG00000118816.11	77047155	77076309	4	CCNI
ENSG00000198417	ENSG00000198417.7	56657731	56660698	16	MT1F
ENSG00000096996	ENSG00000096996.16	18058995	18098944	19	IL12RB1
ENSG00000115694	ENSG00000115694.15	241492670	241509730	2	STK25
ENSG00000187193	ENSG00000187193.9	56682470	56684196	16	MT1X
ENSG00000008018	ENSG00000008018.9	170535120	170553307	6	PSMB1
ENSG00000165209	ENSG00000165209.19	123109500	123268586	9	STRBP
ENSG00000121858	ENSG00000121858.11	172505508	172523475	3	TNFSF10
ENSG00000134962	ENSG00000134962.7	39406930	39451533	4	KLB
ENSG00000146411	ENSG00000146411.6	133987581	134052624	6	SLC2A12
ENSG00000111981	ENSG00000111981.5	149963943	149973715	6	ULBP1
ENSG00000112320	ENSG00000112320.12	107490106	107661306	6	SOBP
ENSG00000167434	ENSG00000167434.10	60149942	60170899	17	CA4
ENSG00000026652	ENSG00000026652.15	161129967	161274061	6	AGPAT4
ENSG00000157470	ENSG00000157470.12	59372693	59523555	15	FAM81A
ENSG00000106105	ENSG00000106105.15	30580533	30634033	7	GARS1
ENSG00000184465	ENSG00000184465.16	169457212	169702067	6	WDR27
ENSG00000159199	ENSG00000159199.14	48892765	48895871	17	ATP5MC1
ENSG00000123179	ENSG00000123179.14	49660674	49691486	13	EBPL
ENSG00000140740	ENSG00000140740.11	21953288	21983660	16	UQCRC2
ENSG00000105647	ENSG00000105647.19	18153163	18170532	19	PIK3R2
ENSG00000176623	ENSG00000176623.12	86468257	86514357	8	RMDN1
ENSG00000136110	ENSG00000136110.13	52703264	52739820	13	CNMD
ENSG00000070182	ENSG00000070182.21	64746283	64879907	14	SPTB
ENSG00000157625	ENSG00000157625.16	30827442	30975084	X	TAB3
ENSG00000064726	ENSG00000064726.10	83016423	83067252	15	BTBD1
ENSG00000166135	ENSG00000166135.14	100529072	100559998	10	HIF1AN
ENSG00000091039	ENSG00000091039.17	76351797	76559809	12	OSBPL8
ENSG00000121075	ENSG00000121075.11	61452404	61485110	17	TBX4
ENSG00000119906	ENSG00000119906.13	100912963	100965134	10	SLF2
ENSG00000136099	ENSG00000136099.13	52842889	52848641	13	PCDH8
ENSG00000006451	ENSG00000006451.8	39623565	39708120	7	RALA
ENSG00000124260	ENSG00000124260.12	152133310	152138578	X	MAGEA10
ENSG00000173889	ENSG00000173889.16	170086732	170181749	3	PHC3
ENSG00000254858	ENSG00000254858.10	18193218	18196948	19	MPV17L2
ENSG00000198033	ENSG00000198033.12	19173772	19181824	13	TUBA3C
ENSG00000184634	ENSG00000184634.17	71118543	71144103	X	MED12
ENSG00000112499	ENSG00000112499.13	160171061	160277638	6	SLC22A2
ENSG00000119139	ENSG00000119139.21	69121264	69274615	9	TJP2
ENSG00000184254	ENSG00000184254.17	100877714	100916626	15	ALDH1A3
ENSG00000004948	ENSG00000004948.16	93424486	93574730	7	CALCR
ENSG00000105649	ENSG00000105649.10	18196784	18204042	19	RAB3A
ENSG00000187775	ENSG00000187775.17	78423697	78577396	17	DNAH17
ENSG00000175048	ENSG00000175048.17	157381133	157678157	6	ZDHHC14
ENSG00000080854	ENSG00000080854.16	133896438	133956968	11	IGSF9B
ENSG00000170271	ENSG00000170271.11	154818492	154859252	5	FAXDC2
ENSG00000078814	ENSG00000078814.18	34955810	35002437	20	MYH7B
ENSG00000009830	ENSG00000009830.13	77274956	77320883	14	POMT2
ENSG00000276644	ENSG00000276644.5	71437966	71867204	13	DACH1
ENSG00000130522	ENSG00000130522.6	18279694	18281622	19	JUND
ENSG00000130520	ENSG00000130520.11	18306236	18323112	19	LSM4
ENSG00000188322	ENSG00000188322.8	28259246	28323849	16	SBK1
ENSG00000149292	ENSG00000149292.17	113314579	113383544	11	TTC12
ENSG00000085719	ENSG00000085719.13	86514435	86561498	8	CPNE3
ENSG00000102081	ENSG00000102081.16	147911919	147951125	X	FMR1
ENSG00000130517	ENSG00000130517.14	18340598	18369950	19	PGPEP1
ENSG00000186862	ENSG00000186862.20	101007679	101032295	10	PDZD7
ENSG00000082516	ENSG00000082516.9	154887411	154938211	5	GEMIN5
ENSG00000152213	ENSG00000152213.4	49628507	49633872	13	ARL11
ENSG00000102466	ENSG00000102466.17	101710804	102402457	13	FGF14
ENSG00000171408	ENSG00000171408.14	135851701	136195574	6	PDE7B
ENSG00000166716	ENSG00000166716.10	84748592	84806445	15	ZNF592
ENSG00000130511	ENSG00000130511.16	18418864	18434562	19	SSBP4
ENSG00000154548	ENSG00000154548.9	89095959	89118071	6	SRSF12
ENSG00000134901	ENSG00000134901.14	102784281	102799040	13	POGLUT2
ENSG00000120063	ENSG00000120063.10	65009289	65056740	17	GNA13
ENSG00000107821	ENSG00000107821.15	101061989	101068131	10	KAZALD1
ENSG00000117592	ENSG00000117592.9	173477330	173488815	1	PRDX6
ENSG00000155893	ENSG00000155893.13	141228726	141367753	3	PXYLP1
ENSG00000130338	ENSG00000130338.13	158232236	158511828	6	TULP4
ENSG00000178952	ENSG00000178952.11	28842411	28846348	16	TUFM
ENSG00000124097	ENSG00000124097.8	57487959	57495366	20	HMGB1P1
ENSG00000169696	ENSG00000169696.16	81976807	82017406	17	ASPSCR1
ENSG00000124092	ENSG00000124092.13	57495966	57525652	20	CTCFL
ENSG00000119922	ENSG00000119922.11	89283694	89309271	10	IFIT2
ENSG00000257335	ENSG00000257335.8	141907813	142106747	7	MGAM
ENSG00000186105	ENSG00000186105.8	62578819	62581446	5	LRRC70
ENSG00000095739	ENSG00000095739.11	28677510	28682932	10	BAMBI
ENSG00000145864	ENSG00000145864.14	161288429	161549044	5	GABRB2
ENSG00000145331	ENSG00000145331.14	99546709	99564039	4	TRMT10A
ENSG00000170289	ENSG00000170289.13	86553977	86743675	8	CNGB3
ENSG00000162670	ENSG00000162670.11	190097658	190478404	1	BRINP3
ENSG00000177548	ENSG00000177548.13	28904421	28936526	16	RABEP2
ENSG00000171794	ENSG00000171794.4	133230217	133231558	10	UTF1
ENSG00000168397	ENSG00000168397.17	241637213	241673857	2	ATG4B
ENSG00000151650	ENSG00000151650.8	133237855	133241928	10	VENTX
ENSG00000130024	ENSG00000130024.15	169703902	169725566	6	PHF10
ENSG00000162761	ENSG00000162761.14	165201867	165356715	1	LMX1A
ENSG00000151651	ENSG00000151651.16	133262420	133276868	10	ADAM8
ENSG00000100083	ENSG00000100083.19	37608725	37633564	22	GGA1
ENSG00000138594	ENSG00000138594.14	51829628	51947295	15	TMOD3
ENSG00000102755	ENSG00000102755.13	28300346	28495145	13	FLT1
ENSG00000237289	ENSG00000237289.10	43593054	43604901	15	CKMT1B
ENSG00000168917	ENSG00000168917.9	136818647	136855888	3	SLC35G2
ENSG00000075420	ENSG00000075420.13	172039578	172401669	3	FNDC3B
ENSG00000242866	ENSG00000242866.10	43599563	43618800	15	STRC
ENSG00000109339	ENSG00000109339.24	85990007	86594625	4	MAPK10
ENSG00000172889	ENSG00000172889.16	136658856	136672678	9	EGFL7
ENSG00000205089	ENSG00000205089.8	132747426	132754403	5	CCNI2
ENSG00000184394	ENSG00000184394.3	20138820	20145471	14	OR4N5
ENSG00000142208	ENSG00000142208.18	104769349	104795751	14	AKT1
ENSG00000146416	ENSG00000146416.19	143060496	143341058	6	AIG1
ENSG00000187678	ENSG00000187678.10	142310427	142326455	5	SPRY4
ENSG00000196670	ENSG00000196670.14	180847611	180861285	5	ZFP62
ENSG00000106536	ENSG00000106536.21	38977909	39493095	7	POU6F2
ENSG00000131446	ENSG00000131446.17	180784780	180815652	5	MGAT1
ENSG00000141570	ENSG00000141570.11	79792132	79801683	17	CBX8
ENSG00000258659	ENSG00000258659.7	5619764	5644398	11	TRIM34
ENSG00000007908	ENSG00000007908.16	169722640	169764705	1	SELE
ENSG00000186625	ENSG00000186625.14	149594873	149648972	6	KATNA1
ENSG00000177889	ENSG00000177889.10	93405673	93441947	12	UBE2N
ENSG00000130643	ENSG00000130643.9	133324072	133336935	10	CALY
ENSG00000159217	ENSG00000159217.10	48997385	49056145	17	IGF2BP1
ENSG00000104290	ENSG00000104290.11	28494205	28574267	8	FZD3
ENSG00000169682	ENSG00000169682.18	28974221	28984548	16	SPNS1
ENSG00000153140	ENSG00000153140.9	90392257	90409766	5	CETN3
ENSG00000271321	ENSG00000271321.1	143755089	143757696	7	CTAGE6
ENSG00000135426	ENSG00000135426.16	54948015	54984762	12	TESPA1
ENSG00000175582	ENSG00000175582.20	73675638	73761137	11	RAB6A
ENSG00000106560	ENSG00000106560.11	150685697	150693641	7	GIMAP2
ENSG00000169692	ENSG00000169692.13	136673143	136687457	9	AGPAT2
ENSG00000090402	ENSG00000090402.8	164978898	165078496	3	SI
ENSG00000104299	ENSG00000104299.15	28767661	28890242	8	INTS9
ENSG00000213203	ENSG00000213203.3	150716606	150724284	7	GIMAP1
ENSG00000182132	ENSG00000182132.14	170353487	170736632	5	KCNIP1
ENSG00000106565	ENSG00000106565.18	150791285	150801360	7	TMEM176B
ENSG00000127884	ENSG00000127884.5	133362485	133373354	10	ECHS1
ENSG00000074935	ENSG00000074935.14	112070663	112087529	6	TUBE1
ENSG00000062716	ENSG00000062716.13	59707192	59842255	17	VMP1
ENSG00000148832	ENSG00000148832.16	133379261	133391694	10	PAOX
ENSG00000092978	ENSG00000092978.11	217426992	217631090	1	GPATCH2
ENSG00000165716	ENSG00000165716.11	136712572	136724742	9	DIPK1B
ENSG00000187922	ENSG00000187922.14	136738167	136743356	9	LCN10
